Date,Weekly_Max_VRP_TIR (MW),Weekly_Mean_BT_Hottest_Pixel (Kelvin),Weekly_Max_DT_Hottest_Pixel (Kelvin),Year,Month
2022-01-02,1396.97644700989,301.509872436521,21.5927153158628,2022.0,1.0
2022-01-09,1199.88832654552,297.97782623949,20.1128215365654,2022.0,1.0
2022-01-16,849.574562582512,296.067748730422,19.7183851385254,2022.0,1.0
2022-01-23,852.120675721249,297.197977999605,19.3239487404855,2022.0,1.0
2022-01-30,745.962783114036,295.445758162816,18.9295123424456,2022.0,1.0
