Date,Weekly_Max_VRP_TIR (MW),Weekly_Mean_BT_Hottest_Pixel (Kelvin),Weekly_Max_DT_Hottest_Pixel (Kelvin),Year,Month
2023-08-06,184.727497563173,297.781122303025,7.33186283967892,2023.0,8.0
2023-08-13,171.09447075323,297.03925858619,6.87743901834904,2023.0,8.0
2023-08-20,198.446903236799,297.059530761734,6.21965245287669,2023.0,8.0
2023-08-27,199.794662069159,295.709638125608,7.10580678910688,2023.0,8.0
