Date,Weekly_Max_VRP_TIR (MW),Weekly_Mean_BT_Hottest_Pixel (Kelvin),Weekly_Max_DT_Hottest_Pixel (Kelvin),Year,Month
2023-09-03,201.142420901518,294.359745489482,7.99196112533707,2023.0,9.0
2023-09-10,211.58056842843,296.29275498634,8.1249556687572,2023.0,9.0
2023-09-17,222.018715955342,298.225764483198,8.25795021217732,2023.0,9.0
2023-09-24,232.456863482253,300.158773980056,8.39094475559745,2023.0,9.0
