Date,Weekly_Max_VRP_TIR (MW),Weekly_Mean_BT_Hottest_Pixel (Kelvin),Weekly_Max_DT_Hottest_Pixel (Kelvin),Year,Month
2021-12-02,2249.52455926755,324.705038335465,81.2701328205482,2021.0,12.0
2021-12-19,1845.36976108904,299.897547636473,21.1042899831156,2021.0,12.0
2021-12-26,1441.21496291053,302.02060369061,22.3660118936076,2021.0,12.0
