Date,Weekly_Max_VRP_TIR (MW),Weekly_Mean_BT_Hottest_Pixel (Kelvin),Weekly_Max_DT_Hottest_Pixel (Kelvin),Year,Month
2023-06-04,232.932431539171,294.138498497888,9.8005391702645,2023.0,6.0
2023-06-11,234.197866191926,295.460514232384,9.6703429612113,2023.0,6.0
2023-06-18,235.463300844681,296.782529966879,9.54014675215809,2023.0,6.0
2023-06-25,236.728735497436,298.104545701374,9.40995054310488,2023.0,6.0
