Date,Weekly_Max_VRP_TIR (MW),Weekly_Mean_BT_Hottest_Pixel (Kelvin),Weekly_Max_DT_Hottest_Pixel (Kelvin),Year,Month
2022-11-06,384.674011418998,294.448778723791,10.2564246738311,2022.0,11.0
2022-11-13,465.53657612602,297.178649949943,11.7294411592512,2022.0,11.0
2022-11-20,373.625023461834,294.096982244215,9.96385455416117,2022.0,11.0
2022-11-27,378.035894418055,293.564421288827,10.1913799525939,2022.0,11.0
